10ClassKind,Depth,icd10Code,icd10Chapter,icd10Title,11ClassKind,Depth,ICD-11 Foundation URI,Linearization (release) URI,icd11Code,icd11Chapter,icd11Title,07/02/2022
category,2,E66.8,IV,Other obesity,category,2,http://id.who.int/icd/entity/1047690707,http://id.who.int/icd/release/11/2022-02/mms/2098488072,8D42,08,Neurological disorders due to overweight or obesity in adults or children,
category,2,E75.4,IV,Neuronal ceroid lipofuscinosis,category,2,http://id.who.int/icd/entity/1568332253,http://id.who.int/icd/release/11/2022-02/mms/1568332253,5C56.1,05,Neuronal ceroid lipofuscinosis,
category,2,E85.0,IV,Non-neuropathic heredofamilial amyloidosis,category,2,http://id.who.int/icd/entity/1431377239,http://id.who.int/icd/release/11/2022-02/mms/1431377239,5D00.21,05,Non-neuropathic heredofamilial amyloidosis,
category,2,E85.1,IV,Neuropathic heredofamilial amyloidosis,category,2,http://id.who.int/icd/entity/807065795,http://id.who.int/icd/release/11/2022-02/mms/807065795,5D00.20,05,Hereditary ATTR amyloidosis,
category,2,E88.8,IV,Other specified metabolic disorders,category,2,http://id.who.int/icd/entity/1062748595,http://id.who.int/icd/release/11/2022-02/mms/1062748595/unspecified,5C59.Z,05,"Inborn errors of neurotransmitter metabolism, unspecified",
category,1,F00,V,Dementia in Alzheimer disease,category,1,http://id.who.int/icd/entity/795022044,http://id.who.int/icd/release/11/2022-02/mms/795022044/unspecified,6D80.Z,06,"Dementia due to Alzheimer disease, onset unknown or unspecified",
category,1,F00,V,Dementia in Alzheimer disease,category,1,http://id.who.int/icd/entity/546689346,http://id.who.int/icd/release/11/2022-02/mms/546689346/unspecified,6D8Z,06,"Dementia, unknown or unspecified cause",
block,1,F00-F09,V,"Organic, including symptomatic, mental disorders",category,1,http://id.who.int/icd/entity/795022044,http://id.who.int/icd/release/11/2022-02/mms/795022044/unspecified,6D80.Z,06,"Dementia due to Alzheimer disease, onset unknown or unspecified",
block,1,F00-F09,V,"Organic, including symptomatic, mental disorders",category,1,http://id.who.int/icd/entity/546689346,http://id.who.int/icd/release/11/2022-02/mms/546689346/unspecified,6D8Z,06,"Dementia, unknown or unspecified cause",
block,1,F00-F09,V,"Organic, including symptomatic, mental disorders",category,1,http://id.who.int/icd/entity/1365258270,http://id.who.int/icd/release/11/2022-02/mms/1365258270,6D81,06,Dementia due to cerebrovascular disease,
block,1,F00-F09,V,"Organic, including symptomatic, mental disorders",category,1,http://id.who.int/icd/entity/1468768235,http://id.who.int/icd/release/11/2022-02/mms/1468768235,6D85,06,Dementia due to diseases classified elsewhere,
block,1,F00-F09,V,"Organic, including symptomatic, mental disorders",category,1,http://id.who.int/icd/entity/1777436789,http://id.who.int/icd/release/11/2022-02/mms/1777436789,6D82,06,Dementia due to Lewy body disease,
block,1,F00-F09,V,"Organic, including symptomatic, mental disorders",category,1,http://id.who.int/icd/entity/831337417,http://id.who.int/icd/release/11/2022-02/mms/831337417,6D83,06,Frontotemporal dementia,
block,1,F00-F09,V,"Organic, including symptomatic, mental disorders",category,1,http://id.who.int/icd/entity/862469859,http://id.who.int/icd/release/11/2022-02/mms/862469859,6D72.0,06,Amnestic disorder due to diseases classified elsewhere,
block,1,F00-F09,V,"Organic, including symptomatic, mental disorders",category,1,http://id.who.int/icd/entity/1015017717,http://id.who.int/icd/release/11/2022-02/mms/1015017717,6D70.0,06,Delirium due to disease classified elsewhere,
block,1,F00-F09,V,"Organic, including symptomatic, mental disorders",category,1,http://id.who.int/icd/entity/343480877,http://id.who.int/icd/release/11/2022-02/mms/343480877,6D70.2,06,Delirium due to multiple etiological factors,
block,1,F00-F09,V,"Organic, including symptomatic, mental disorders",category,1,http://id.who.int/icd/entity/897917531,http://id.who.int/icd/release/11/2022-02/mms/897917531/unspecified,6D70.Z,06,"Delirium, unspecified or unknown cause",
block,1,F00-F09,V,"Organic, including symptomatic, mental disorders",category,1,http://id.who.int/icd/entity/302122526,http://id.who.int/icd/release/11/2022-02/mms/302122526/unspecified,6E6Z,06,"Secondary mental or behavioural syndrome, unspecified",
block,1,F00-F09,V,"Organic, including symptomatic, mental disorders",category,1,http://id.who.int/icd/entity/1324394161,http://id.who.int/icd/release/11/2022-02/mms/1324394161,6E68,06,Secondary personality change,
block,1,F00-F09,V,"Organic, including symptomatic, mental disorders",category,1,http://id.who.int/icd/entity/213458094,http://id.who.int/icd/release/11/2022-02/mms/213458094/unspecified,6E0Z,06,"Neurocognitive disorders, unspecified",
category,2,F00.0,V,Dementia in Alzheimer disease with early onset,category,2,http://id.who.int/icd/entity/199015879,http://id.who.int/icd/release/11/2022-02/mms/199015879,6D80.0,06,Dementia due to Alzheimer disease with early onset,
category,2,F00.1,V,Dementia in Alzheimer disease with late onset,category,2,http://id.who.int/icd/entity/1855418451,http://id.who.int/icd/release/11/2022-02/mms/1855418451,6D80.1,06,Dementia due to Alzheimer disease with late onset,
category,2,F00.2,V,"Dementia in Alzheimer disease, atypical or mixed type",category,2,http://id.who.int/icd/entity/1072662343,http://id.who.int/icd/release/11/2022-02/mms/1072662343,6D80.3,06,"Alzheimer disease dementia, mixed type, with other nonvascular aetiologies",
category,2,F00.2,V,"Dementia in Alzheimer disease, atypical or mixed type",category,2,http://id.who.int/icd/entity/1543494610,http://id.who.int/icd/release/11/2022-02/mms/1543494610,6D80.2,06,"Alzheimer disease dementia, mixed type, with cerebrovascular disease",
category,2,F00.9,V,"Dementia in Alzheimer disease, unspecified",category,2,http://id.who.int/icd/entity/795022044,http://id.who.int/icd/release/11/2022-02/mms/795022044/unspecified,6D80.Z,06,"Dementia due to Alzheimer disease, onset unknown or unspecified",
category,1,F01,V,Vascular dementia,category,1,http://id.who.int/icd/entity/1365258270,http://id.who.int/icd/release/11/2022-02/mms/1365258270,6D81,06,Dementia due to cerebrovascular disease,
category,1,F01,V,Vascular dementia,category,1,http://id.who.int/icd/entity/546689346,http://id.who.int/icd/release/11/2022-02/mms/546689346/unspecified,6D8Z,06,"Dementia, unknown or unspecified cause",
category,2,F01.0,V,Vascular dementia of acute onset,category,2,http://id.who.int/icd/entity/1365258270,http://id.who.int/icd/release/11/2022-02/mms/1365258270,6D81,06,Dementia due to cerebrovascular disease,
category,2,F01.1,V,Multi-infarct dementia,category,2,http://id.who.int/icd/entity/645643099,http://id.who.int/icd/release/11/2022-02/mms/1365258270,6D81,06,Dementia due to cerebrovascular disease,
category,2,F01.2,V,Subcortical vascular dementia,category,2,http://id.who.int/icd/entity/2078986772,http://id.who.int/icd/release/11/2022-02/mms/1365258270,6D81,06,Dementia due to cerebrovascular disease,
category,2,F01.3,V,Mixed cortical and subcortical vascular dementia,category,2,http://id.who.int/icd/entity/645643099,http://id.who.int/icd/release/11/2022-02/mms/1365258270,6D81,06,Dementia due to cerebrovascular disease,
category,2,F01.8,V,Other vascular dementia,category,2,http://id.who.int/icd/entity/1365258270,http://id.who.int/icd/release/11/2022-02/mms/1365258270,6D81,06,Dementia due to cerebrovascular disease,
category,2,F01.9,V,"Vascular dementia, unspecified",category,2,http://id.who.int/icd/entity/1365258270,http://id.who.int/icd/release/11/2022-02/mms/1365258270,6D81,06,Dementia due to cerebrovascular disease,
category,1,F02,V,Dementia in other diseases classified elsewhere,category,1,http://id.who.int/icd/entity/1468768235,http://id.who.int/icd/release/11/2022-02/mms/1468768235,6D85,06,Dementia due to diseases classified elsewhere,
category,1,F02,V,Dementia in other diseases classified elsewhere,category,1,http://id.who.int/icd/entity/1777436789,http://id.who.int/icd/release/11/2022-02/mms/1777436789,6D82,06,Dementia due to Lewy body disease,
category,1,F02,V,Dementia in other diseases classified elsewhere,category,1,http://id.who.int/icd/entity/831337417,http://id.who.int/icd/release/11/2022-02/mms/831337417,6D83,06,Frontotemporal dementia,
category,2,F02.0,V,Dementia in Pick disease,category,2,http://id.who.int/icd/entity/1119344369,http://id.who.int/icd/release/11/2022-02/mms/831337417,6D83,06,Frontotemporal dementia,
category,2,F02.0,V,Dementia in Pick disease,category,2,http://id.who.int/icd/entity/1398527931,http://id.who.int/icd/release/11/2022-02/mms/1468768235,6D85,06,Dementia due to diseases classified elsewhere,
category,2,F02.1,V,Dementia in Creutzfeldt-Jakob disease,category,2,http://id.who.int/icd/entity/1206955889,http://id.who.int/icd/release/11/2022-02/mms/1206955889,6D85.5,06,Dementia due to prion disease,
category,2,F02.2,V,Dementia in Huntington disease,category,2,http://id.who.int/icd/entity/1397836700,http://id.who.int/icd/release/11/2022-02/mms/1397836700,6D85.1,06,Dementia due to Huntington disease,
category,2,F02.3,V,Dementia in Parkinson disease,category,2,http://id.who.int/icd/entity/1494928041,http://id.who.int/icd/release/11/2022-02/mms/1494928041,6D85.0,06,Dementia due to Parkinson disease,
category,2,F02.4,V,Dementia in human immunodeficiency virus [HIV] disease,category,2,http://id.who.int/icd/entity/1173624218,http://id.who.int/icd/release/11/2022-02/mms/1173624218,6D85.3,06,Dementia due to human immunodeficiency virus,
category,2,F02.8,V,Dementia in other specified diseases classified elsewhere,category,2,http://id.who.int/icd/entity/546689346,http://id.who.int/icd/release/11/2022-02/mms/546689346/unspecified,6D8Z,06,"Dementia, unknown or unspecified cause",
category,2,F02.8,V,Dementia in other specified diseases classified elsewhere,category,2,http://id.who.int/icd/entity/1129134415,http://id.who.int/icd/release/11/2022-02/mms/1129134415,6D85.6,06,Dementia due to normal pressure hydrocephalus,
category,2,F02.8,V,Dementia in other specified diseases classified elsewhere,category,2,http://id.who.int/icd/entity/1274865305,http://id.who.int/icd/release/11/2022-02/mms/1468768235,6D85,06,Dementia due to diseases classified elsewhere,
category,2,F02.8,V,Dementia in other specified diseases classified elsewhere,category,2,http://id.who.int/icd/entity/1710319105,http://id.who.int/icd/release/11/2022-02/mms/1710319105,6D84,06,Dementia due to psychoactive substances including medications,
category,2,F02.8,V,Dementia in other specified diseases classified elsewhere,category,2,http://id.who.int/icd/entity/194105820,http://id.who.int/icd/release/11/2022-02/mms/194105820,6D85.9,06,Dementia due to Down syndrome,
category,2,F02.8,V,Dementia in other specified diseases classified elsewhere,category,2,http://id.who.int/icd/entity/388810416,http://id.who.int/icd/release/11/2022-02/mms/388810416,6D85.4,06,Dementia due to multiple sclerosis,
category,2,F02.8,V,Dementia in other specified diseases classified elsewhere,category,2,http://id.who.int/icd/entity/710305644,http://id.who.int/icd/release/11/2022-02/mms/710305644,6D85.2,06,Dementia due to exposure to heavy metals and other toxins,
category,1,F03,V,Unspecified dementia,category,1,http://id.who.int/icd/entity/546689346,http://id.who.int/icd/release/11/2022-02/mms/546689346/unspecified,6D8Z,06,"Dementia, unknown or unspecified cause",
category,1,F04,V,"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances",category,1,http://id.who.int/icd/entity/862469859,http://id.who.int/icd/release/11/2022-02/mms/862469859,6D72.0,06,Amnestic disorder due to diseases classified elsewhere,
category,1,F05,V,"Delirium, not induced by alcohol and other psychoactive substances",category,1,http://id.who.int/icd/entity/1015017717,http://id.who.int/icd/release/11/2022-02/mms/1015017717,6D70.0,06,Delirium due to disease classified elsewhere,
category,1,F05,V,"Delirium, not induced by alcohol and other psychoactive substances",category,1,http://id.who.int/icd/entity/343480877,http://id.who.int/icd/release/11/2022-02/mms/343480877,6D70.2,06,Delirium due to multiple etiological factors,
category,1,F05,V,"Delirium, not induced by alcohol and other psychoactive substances",category,1,http://id.who.int/icd/entity/897917531,http://id.who.int/icd/release/11/2022-02/mms/897917531/unspecified,6D70.Z,06,"Delirium, unspecified or unknown cause",
category,2,F05.0,V,"Delirium not superimposed on dementia, so described",category,2,http://id.who.int/icd/entity/897917531,http://id.who.int/icd/release/11/2022-02/mms/897917531/unspecified,6D70.Z,06,"Delirium, unspecified or unknown cause",
category,2,F05.1,V,Delirium superimposed on dementia,category,2,http://id.who.int/icd/entity/897917531,http://id.who.int/icd/release/11/2022-02/mms/897917531/unspecified,6D70.Z,06,"Delirium, unspecified or unknown cause",
category,2,F05.8,V,Other delirium,category,2,http://id.who.int/icd/entity/1015017717,http://id.who.int/icd/release/11/2022-02/mms/1015017717,6D70.0,06,Delirium due to disease classified elsewhere,
category,2,F05.8,V,Other delirium,category,2,http://id.who.int/icd/entity/343480877,http://id.who.int/icd/release/11/2022-02/mms/343480877,6D70.2,06,Delirium due to multiple etiological factors,
category,2,F05.9,V,"Delirium, unspecified",category,2,http://id.who.int/icd/entity/897917531,http://id.who.int/icd/release/11/2022-02/mms/897917531/unspecified,6D70.Z,06,"Delirium, unspecified or unknown cause",
category,1,F06,V,Other mental disorders due to brain damage and dysfunction and to physical disease,category,1,http://id.who.int/icd/entity/302122526,http://id.who.int/icd/release/11/2022-02/mms/302122526/unspecified,6E6Z,06,"Secondary mental or behavioural syndrome, unspecified",
category,2,F06.0,V,Organic hallucinosis,category,2,http://id.who.int/icd/entity/2018051983,http://id.who.int/icd/release/11/2022-02/mms/2018051983,6E61.0,06,"Secondary psychotic syndrome, with hallucinations",
category,2,F06.1,V,Organic catatonic disorder,category,2,http://id.who.int/icd/entity/486722075,http://id.who.int/icd/release/11/2022-02/mms/486722075/unspecified,6A4Z,06,"Catatonia, unspecified",
category,2,F06.2,V,Organic delusional [schizophrenia-like] disorder,category,2,http://id.who.int/icd/entity/566524918,http://id.who.int/icd/release/11/2022-02/mms/566524918,6E61.1,06,"Secondary psychotic syndrome, with delusions",
category,2,F06.2,V,Organic delusional [schizophrenia-like] disorder,category,2,http://id.who.int/icd/entity/302122526,http://id.who.int/icd/release/11/2022-02/mms/302122526/unspecified,6E6Z,06,"Secondary mental or behavioural syndrome, unspecified",
category,2,F06.3,V,Organic mood [affective] disorders,category,2,http://id.who.int/icd/entity/216291184,http://id.who.int/icd/release/11/2022-02/mms/216291184,6E62,06,Secondary mood syndrome,
